id,calories,proteins,fat,carbohydrate,name,kategori
412,456.0,46.5,24.4,0.0,Ikan Asin gabus goreng,lauk
413,348.0,18.7,29.5,0.0,Ikan Asin japuh goreng,lauk
414,193.0,42.0,1.5,0.0,Ikan Asin kering,lauk
415,430.0,58.2,23.6,0.0,Ikan Asin pari goreng,lauk
416,652.0,40.4,54.3,0.0,Ikan Asin pepetek goreng,lauk
417,319.0,6.9,31.7,0.0,Ikan Asin sirinding goreng,lauk
418,430.0,33.4,32.4,0.0,Ikan Asin teri goreng,lauk
419,198.0,19.0,13.0,0.0,Ikan Bader (Tawes),lauk
420,107.0,16.5,3.9,1.5,Ikan balong segar,lauk
421,112.0,20.0,1.3,3.7,Ikan bambangan segar,lauk
422,129.0,20.0,4.8,0.0,Ikan Bandeng,lauk
423,296.0,17.1,20.3,11.3,Ikan bandeng presto masakan,lauk
424,111.0,19.4,0.9,4.8,Ikan banjar segar,lauk
425,78.0,14.5,0.6,3.7,Ikan baronang segar,lauk
426,144.0,17.8,5.8,5.2,Ikan baung bakar,lauk
427,123.0,15.1,5.5,3.3,Ikan baung segar,lauk
428,96.0,19.0,1.7,0.0,Ikan Bawal,lauk
429,138.0,14.0,0.7,7.4,Ikan Bekasang,lauk
430,128.0,18.0,3.0,7.2,Ikan Belida bakar,lauk
431,80.0,14.7,1.4,2.2,Ikan Belida segar,lauk
432,417.0,25.9,19.4,32.0,Ikan Belut Segar goreng,lauk
433,82.0,6.7,1.0,10.9,Ikan Belut Segar mentah,lauk
434,66.0,14.0,0.0,0.0,Ikan Beunteur,lauk
435,90.0,14.9,2.5,2.1,Ikan biawan segar,lauk
436,88.0,14.2,0.7,6.2,Ikan bili segar,lauk
437,100.0,14.7,2.4,4.9,Ikan bubara segar,lauk
438,134.0,25.5,1.3,5.0,Ikan bulan-bulan segar,lauk
439,204.0,34.2,5.6,1.9,Ikan cakalang asap mentah,lauk
440,198.0,36.5,2.2,5.5,Ikan cakalang asin mentah,lauk
441,120.0,11.3,3.9,10.0,Ikan cakalang hati segar,lauk
442,116.0,11.2,1.2,10.2,Ikan cakalang jantung segar,lauk
443,86.0,10.2,1.1,8.7,Ikan cakalang perut segar,lauk
444,107.0,19.6,0.7,5.5,Ikan cakalang segar,lauk
445,81.0,11.4,1.9,3.8,Ikan calo/ peda mentah,lauk
446,101.0,11.5,4.1,4.6,Ikan daun segar,lauk
447,109.0,17.0,4.0,0.0,Ikan Ekor Kuning,lauk
448,261.0,38.1,2.3,21.9,Ikan Gabus asap mentah,lauk
449,292.0,58.0,4.0,0.0,Ikan Gabus kering,lauk
450,74.0,25.2,1.7,0.0,Ikan Gabus segar,lauk
451,267.0,23.1,19.4,0.2,Ikan gete goreng,lauk
452,101.0,10.3,3.7,6.7,Ikan hitam segar,lauk
453,298.0,46.3,3.6,20.2,Ikan hiu kering,lauk
454,57.0,10.7,0.3,2.2,Ikan hiu segar,lauk
455,77.0,15.6,0.9,1.6,Ikan kacangan segar,lauk
456,92.0,20.0,0.7,0.0,Ikan kakap segar,lauk
457,82.0,11.4,1.2,6.4,Ikan kakatua segar,lauk
458,132.0,17.0,6.7,0.8,Ikan kapar segar,lauk
459,162.0,31.7,2.8,0.3,Ikan katombo asin,lauk
460,110.0,12.6,4.2,5.4,Ikan kawalinya segar,lauk
461,302.0,70.7,1.9,0.4,Ikan kayu kering,lauk
462,103.0,22.0,1.0,0.0,Ikan Kembung,lauk
463,70.0,10.8,0.7,5.2,Ikan kima segar,lauk
464,147.0,17.5,6.5,5.4,Ikan Lais bakar,lauk
465,109.0,22.0,1.7,0.0,Ikan Layang,lauk
466,82.0,18.0,1.0,0.4,Ikan layur segar,lauk
467,90.0,20.4,0.9,0.0,Ikan lehoma segar,lauk
468,252.0,19.9,19.1,0.0,Ikan Lele goreng,lauk
469,112.0,20.0,3.0,0.0,Ikan Lemuru,lauk
470,104.0,15.6,3.2,2.0,Ikan lidah segar,lauk
471,258.0,40.3,2.3,18.9,Ikan lomak asin mentah,lauk
472,99.0,20.6,1.4,0.9,Ikan malalugis segar,lauk
473,86.0,16.0,2.0,0.0,Ikan Mas,lauk
474,188.0,19.3,12.2,0.0,Ikan Mas goreng,lauk
475,209.0,15.2,11.3,11.8,Ikan Mas pepes,lauk
476,97.0,17.9,2.0,0.4,Ikan mayong segar,lauk
477,598.0,74.3,26.9,9.2,Ikan Mujair dendeng goreng,lauk
478,582.0,68.3,15.2,37.2,Ikan Mujair dendeng mentah,lauk
479,416.0,46.9,23.9,0.0,Ikan Mujair goreng,lauk
480,121.0,21.7,2.8,0.8,Ikan Mujair pepes,lauk
481,89.0,18.7,1.0,0.0,Ikan Mujair segar,lauk
482,154.0,16.8,5.0,10.5,Ikan nasu metti segar,lauk
483,125.0,21.3,3.4,2.2,Ikan oci kembung segar,lauk
484,152.0,17.6,6.1,6.7,Ikan Papuyu bakar,lauk
485,120.0,14.3,4.9,4.6,Ikan papuyu/ betok segar,lauk
486,144.0,17.5,6.3,4.3,Ikan Patin bakar,lauk
487,132.0,17.0,6.6,1.1,Ikan Patin segar,lauk
488,156.0,28.0,4.0,2.0,Ikan peda banjar mentah,lauk
489,176.0,32.0,4.4,0.0,Ikan Pepetek,lauk
490,157.0,28.0,4.2,1.8,Ikan Pindang banjar mentah,lauk
491,170.0,31.0,4.2,0.0,Ikan Pindang benggol mentah,lauk
492,153.0,30.0,2.8,0.0,Ikan Pindang layang mentah,lauk
493,142.0,27.0,3.0,0.0,Ikan Pindang selar mentah,lauk
494,415.0,61.3,17.6,2.9,Ikan sale lais mentah,lauk
495,534.0,40.2,39.3,4.9,Ikan Sale segar,lauk
496,284.0,34.1,9.9,14.6,Ikan saluang kering mentah,lauk
497,113.0,13.9,4.9,3.4,Ikan saluang segar,lauk
498,240.0,21.7,7.7,20.7,Ikan sanggang masakan,lauk
499,109.0,19.9,1.8,3.4,Ikan sarden segar,lauk
500,113.0,17.0,4.5,0.0,Ikan Segar,lauk
501,194.0,38.0,3.5,0.0,Ikan Selar kering,lauk
502,138.0,27.0,3.3,0.0,Ikan selar kuning cue mentah,lauk
503,100.0,18.8,2.2,0.0,Ikan selar segar,lauk
504,289.0,38.0,14.0,0.0,Ikan Sepat kering,lauk
505,84.0,15.2,0.6,4.7,Ikan sepat segar,lauk
506,81.0,11.4,1.9,3.8,Ikan sidat segar,lauk
507,199.0,34.1,3.8,7.1,Ikan sunu asin mentah,lauk
508,111.0,13.3,3.4,6.7,Ikan sunu segar,lauk
509,88.0,15.9,0.9,4.1,Ikan tahuman segar,lauk
510,96.0,19.5,1.1,2.0,Ikan tarmon segar,lauk
511,95.0,15.8,0.7,6.5,Ikan telan segar,lauk
512,358.0,20.7,26.4,9.4,Ikan telur asin mentah,lauk
513,204.0,16.0,15.0,0.0,Ikan Tembang,lauk
514,101.0,15.1,4.1,1.0,Ikan tempahas segar,lauk
515,316.0,60.1,6.5,22.4,Ikan tepung mentah,bahan pokok
516,98.0,19.6,1.7,1.0,Ikan terbang segar,lauk
517,277.0,60.0,2.3,1.8,Ikan Teri bubuk,lauk
518,170.0,33.4,3.0,0.0,Ikan Teri kering,lauk
519,331.0,68.7,4.2,0.0,Ikan Teri Kering tawar,lauk
520,144.0,32.5,0.6,0.0,Ikan Teri Nasi kering,lauk
521,74.0,10.3,1.4,4.1,Ikan teri segar,lauk
522,347.0,48.8,6.4,19.6,Ikan Teri tepung,bahan pokok
523,82.0,17.4,0.4,2.3,Ikan titang segar,lauk
524,100.0,13.7,1.5,8.0,Ikan tongkol segar,lauk
525,96.0,19.2,2.0,0.2,Ikan turi segar,lauk
526,474.0,7.6,21.6,62.3,Intip goreng,bahan pangan
527,496.0,30.3,33.5,18.4,Itik alabio daging dendeng mentah,lauk
528,156.0,2.7,1.3,33.3,Jagung grontol,bahan pangan
529,361.0,8.7,4.5,72.4,Jagung Kuning giling,bahan pangan
530,129.0,4.1,1.3,30.3,Jagung Kuning muda,bahan pangan
531,307.0,7.9,3.4,63.6,Jagung Kuning pipil baru,bahan pangan
532,366.0,9.8,7.3,69.1,Jagung kuning pipil kering mentah,bahan pangan
533,355.0,9.2,3.9,73.7,Jagung Kuning pipil lama,bahan pangan
534,154.0,3.8,3.5,28.4,Jagung kuning pipil rebus,bahan pangan
535,140.0,4.7,1.3,33.1,Jagung Kuning segar,bahan pangan
536,355.0,9.2,3.9,73.7,Jagung kuning tepung,bahan pokok
537,35.0,2.2,0.1,7.4,Jagung muda,bahan pangan
538,147.0,5.1,0.7,31.5,Jagung muda kuning mentah,bahan pangan
539,142.0,5.0,0.7,30.3,Jagung muda rebus,bahan pangan
540,367.0,6.2,5.1,76.2,Jagung pipil var. harapan kering,bahan pangan
541,368.0,5.5,4.6,78.0,Jagung pipil var. metro kering,bahan pangan
542,361.0,8.7,4.5,72.4,Jagung Putih giling,bahan pangan
543,129.0,4.1,1.3,30.3,Jagung Putih muda,bahan pangan
544,307.0,7.9,3.4,63.6,Jagung Putih pipil baru,bahan pangan
545,355.0,9.2,3.9,73.7,Jagung Putih pipil lama,bahan pangan
546,140.0,4.7,1.3,33.1,Jagung Putih segar,bahan pangan
547,175.0,1.8,1.8,35.0,Jagung Rebus ,bahan pangan
548,148.9,10.4,10.4,20.1,Jagung Sayur (tumis) ,sayur
549,374.0,9.4,2.2,79.1,Jagung titi,bahan pangan
550,51.0,1.5,1.0,10.1,Jahe,bahan pangan
551,289.0,11.0,4.0,61.0,Jali,bahan pangan
552,239.0,0.5,0.6,64.5,Jam selai,bahan pangan
553,286.0,48.5,9.2,2.3,Jambal goreng,bahan pangan
554,46.0,0.6,0.0,11.8,Jambu Air,bahan pangan
555,49.0,0.9,0.3,12.2,Jambu Biji,bahan pangan
556,61.0,0.9,0.3,15.4,Jambu biji putih tidak berbiji,bahan pangan
557,56.0,0.6,0.3,14.2,Jambu Bol,bahan pangan
558,64.0,0.7,0.6,15.8,Jambu Monyet buah,buah
559,350.0,6.2,1.4,78.2,Jampang huma mentah,bahan pangan
560,45.0,2.5,3.9,0.0,Jamur Coklat (kulat siau),bahan pangan
561,296.0,9.4,1.1,62.0,Jamur encik,bahan pangan
562,294.0,16.0,0.9,64.6,Jamur kuping kering,bahan pangan
563,21.0,3.8,0.6,0.9,Jamur kuping segar,bahan pangan
564,30.0,3.5,0.2,4.0,Jamur merang segar,bahan pangan
565,48.0,2.8,4.1,2.9,Jamur Putih (kulat putih),bahan pangan
566,48.0,1.9,3.2,2.8,Jamur sagu,bahan pangan
567,30.0,1.9,0.1,5.5,Jamur tiram segar,bahan pangan
568,107.0,5.3,2.2,16.5,Jangang bintatoeng masakan,bahan pangan
569,31.0,1.2,0.3,7.1,Jantung Pisang segar,buah
570,500.0,1.2,25.1,67.3,Japilus,bahan pangan
571,48.0,2.5,4.2,0.0,Jaruk Tigarun,bahan pangan
572,334.0,9.7,3.5,73.4,Jawawut,bahan pangan
573,381.7,9.5,9.5,65.8,Jenang ,bahan pangan
574,192.0,5.4,0.3,40.7,Jengkol segar,sayur
575,48.0,0.6,0.2,12.4,Jeruk Bali,buah
576,61.0,0.8,0.2,14.1,Jeruk banjar segar,buah
577,44.0,0.8,0.3,10.9,Jeruk Garut,buah
578,39.0,0.3,0.3,8.9,Jeruk Kalamansi segar,buah
579,45.0,0.9,0.2,11.2,Jeruk Manis,buah
580,37.0,0.8,0.1,12.3,Jeruk Nipis,buah
581,49.0,0.7,0.2,11.1,Jeruk ragi segar,buah
582,32.0,1.9,0.3,7.1,Jotang,bahan pangan
583,15.0,15.2,4.3,8.8,Jukku pallu kaloa masakan,bahan pangan
584,130.0,6.7,0.3,25.2,Kabau segar,bahan pangan
585,133.0,1.0,0.2,32.2,Kaburan ubi segar,bahan pangan
586,250.0,2.6,2.5,35.4,Kabuto,bahan pangan
587,356.0,20.5,4.1,61.6,Kacang Andong,bahan pangan
588,330.0,23.8,1.4,60.2,Kacang Arab,bahan pangan
589,533.0,27.8,38.1,28.8,Kacang atom,bahan pangan
590,341.0,30.4,3.2,51.3,Kacang babi kering,bahan pangan
591,400.0,34.4,16.9,34.1,Kacang belimbing (kecipir) kering,bahan pangan
592,204.0,16.9,8.8,17.5,Kacang Belimbing rebus,bahan pangan
593,212.0,17.5,10.0,12.9,Kacang Belimbing tempe,bahan pangan
594,118.0,4.4,1.5,21.6,Kacang beracun segar,bahan pangan
595,479.0,12.7,23.2,58.9,Kacang Bogor goreng,bahan pangan
596,370.0,16.0,6.0,65.0,Kacang bogor kering,bahan pangan
597,161.0,7.7,2.8,27.1,Kacang Bogor rebus,bahan pangan
598,165.0,7.7,3.1,27.4,Kacang bogor segar,bahan pangan
599,331.0,25.0,1.0,58.0,Kacang Endel biji,bahan pangan
600,129.0,12.4,0.7,18.3,Kacang ercis segar,bahan pangan
601,336.0,23.1,1.7,59.5,kacang galing segar,bahan pangan
602,516.0,14.7,31.1,44.4,Kacang goyang,bahan pangan
603,336.0,20.7,1.4,62.0,Kacang Gude biji,bahan pangan
604,316.0,20.7,1.0,58.0,Kacang gude biji kering,bahan pangan
605,114.0,7.0,0.6,20.8,Kacang Gude biji muda,bahan pangan
606,123.0,8.4,0.6,1.8,Kacang Gude muda,bahan pangan
607,147.0,9.0,0.5,27.5,Kacang gude rebus,bahan pangan
608,323.0,22.9,1.5,56.8,Kacang hijau kering,bahan pangan
609,109.0,8.7,0.5,18.3,kacang hijau rebus,bahan pangan
610,350.0,17.1,1.8,70.7,Kacang hijau var. bakti kering,bahan pangan
611,339.0,20.8,2.1,64.6,Kacang hijau var. siwalik kering,bahan pangan
612,346.0,16.6,1.7,66.1,Kacang hitam kering,bahan pangan
613,345.0,22.2,1.2,62.9,Kacang Ijo,bahan pangan
614,445.0,11.0,11.0,65.5,Kacang Kapri Goreng ,bahan pangan
615,98.0,6.7,0.4,17.7,Kacang Kapri muda,bahan pangan
616,286.0,30.2,15.6,30.1,Kacang Kedelai basah,bahan pangan
617,521.0,32.2,37.7,22.9,Kacang kedelai goreng,bahan pangan
618,381.0,40.4,16.7,24.9,Kacang kedelai kering,bahan pangan
619,75.0,4.1,2.1,10.7,Kacang Kedelai kukus,bahan pangan
620,189.0,20.2,8.2,12.7,Kacang kedelai rebus,bahan pangan
621,286.0,30.2,15.6,30.1,Kacang kedelai segar,bahan pangan
622,327.0,16.4,4.3,55.8,Kacang komak segar,bahan pangan
623,355.0,17.0,2.5,66.0,Kacang kuning kering,bahan pangan
624,346.0,16.5,1.5,66.6,Kacang lebui /iris kering,bahan pangan
625,22.0,1.1,1.0,3.4,Kacang mekah polong segar,bahan pangan
626,344.0,16.7,2.1,64.6,Kacang mentega kering,bahan pangan
627,336.0,23.1,1.7,59.5,Kacang Merah,bahan pangan
628,350.0,13.9,3.0,66.9,Kacang merah /banda kering,bahan pangan
629,314.0,22.1,1.1,56.2,Kacang merah kering,bahan pangan
630,158.0,10.3,0.9,28.2,Kacang Merah kering rebus,bahan pangan
631,171.0,11.0,2.2,28.0,Kacang merah segar,bahan pangan
632,144.0,10.0,1.0,24.7,Kacang Merah segar rebus,bahan pangan
633,280.0,16.7,1.6,63.2,Kacang merah tua kering,bahan pangan
634,629.0,20.4,56.3,19.8,Kacang mete/biji jambu monyet goreng,bahan pangan
635,616.0,16.3,48.4,28.7,Kacang mete/biji jambu monyet segar,bahan pangan
636,480.0,18.4,19.1,58.5,Kacang negara,bahan pangan
637,44.0,2.7,0.3,7.8,Kacang Panjang,bahan pangan
638,357.0,17.3,1.5,70.0,Kacang Panjang biji,bahan pangan
639,39.0,3.0,0.6,7.6,Kacang Panjang kukus,bahan pangan
640,150.0,2.5,12.5,7.0,Kacang Panjang tumis,bahan pangan
641,37.0,3.1,0.2,7.9,Kacang ranti polong,bahan pangan
642,484.0,8.8,26.1,57.7,Kacang sukro,bahan pangan
643,488.0,25.6,25.6,59.6,Kacang Sukro Putih ,bahan pangan
644,535.0,27.8,38.1,28.8,Kacang Tanah atom,bahan pangan
645,564.0,25.5,44.4,25.5,Kacang tanah goreng,bahan pangan
646,561.0,25.5,43.8,26.0,Kacang Tanah kacang sari,bahan pangan
647,525.0,27.9,42.7,17.4,Kacang tanah kering,bahan pangan
648,385.0,14.0,31.0,13.0,Kacang Tanah Rebus ,bahan pangan
649,360.0,13.5,31.2,12.8,Kacang Tanah rebus berkulit,bahan pangan
650,513.0,17.5,32.5,44.3,Kacang Tanah rempeyek,bahan pangan
651,569.0,28.8,48.4,15.8,Kacang Tanah sangan berselaput,bahan pangan
652,559.0,26.9,44.2,23.6,Kacang tanah sangan tanpa selaput,bahan pangan
653,561.0,25.5,43.8,26.0,Kacang tanah sari,bahan pangan
654,748.0,20.8,20.8,124.8,Kacang Telur ,lauk
655,331.0,24.4,1.9,56.6,Kacang tolo / tunggak kering,bahan pangan
656,138.0,10.7,1.1,22.6,Kacang tolo rebus,bahan pangan
657,342.0,22.9,1.4,61.6,Kacang Tunggak (tolo),bahan pangan
658,138.0,10.7,1.1,22.6,Kacang Tunggak rebus,bahan pangan
659,451.0,11.2,20.2,59.7,Kacang Tunggak rempeyek,bahan pangan
660,351.0,12.2,1.2,72.9,Kacang tunis kering,bahan pangan
661,358.0,23.4,2.4,60.6,Kacang uci kering,bahan pangan
662,354.0,12.8,1.8,69.3,Kacang urei kering,bahan pangan
663,110.0,4.5,6.9,7.1,Kadada katembe,bahan pangan
664,413.0,28.7,19.8,29.8,Kaholeo masakan,bahan pangan
665,92.0,20.0,0.7,0.0,Kakap,bahan pangan
666,66.0,2.8,6.8,3.4,Kalakai,bahan pangan
667,163.0,16.5,9.0,4.1,Kalio jeroan masakan,bahan pangan
668,122.0,13.8,5.7,3.9,Kalio kikil (tunjang) masakan,bahan pangan
669,157.0,8.1,8.8,11.4,Kalio otak masakan,bahan pangan
670,193.0,10.6,12.4,9.7,Kalio telur masakan,lauk
671,149.0,16.6,9.2,0.0,Kambing daging segar,lauk
672,164.0,3.0,2.4,32.6,Kambose,bahan pangan
673,29.0,3.0,0.3,5.4,Kangkung,sayur
674,30.0,3.2,0.7,4.7,Kangkung kukus,sayur
675,22.0,2.5,0.6,3.1,Kangkung rebus,sayur
676,43.0,1.8,0.2,8.4,Kangkung tondano,sayur
677,52.0,1.8,3.6,3.0,Kangkung tumis,sayur
678,38.0,2.4,2.0,2.6,Kaparende sayur,sayur
679,42.0,3.3,0.2,9.6,Kapri Muda,bahan pangan
680,41.0,2.0,0.3,7.8,Kapurung,bahan pangan
681,158.0,4.4,3.2,27.8,Kapusa,bahan pangan
682,25.0,2.3,0.2,3.5,Karawila,bahan pangan
683,146.7,5.9,5.9,19.7,Karedok ,bahan pangan
684,92.0,2.2,3.3,14.1,Karedok sayur,sayur
685,292.0,11.2,11.2,2.8,Karoket ,bahan pangan
686,73.0,16.4,0.3,0.0,Katak,bahan pangan
687,275.0,12.6,14.8,54.6,Katul Beras,bahan pokok
688,356.0,9.0,8.5,64.5,Katul Jagung,bahan pangan
689,120.0,3.5,2.5,20.8,Kawista segar,bahan pangan
690,46.0,5.7,1.3,9.0,Kecap,bahan pangan
691,464.0,1.2,18.6,73.0,Kecimpring singkong goreng,bahan pangan
692,405.0,32.8,17.0,36.5,Kecipir biji,bahan pangan
693,35.0,2.9,0.2,0.8,Kecipir buah muda,buah
694,32.0,2.9,0.2,5.8,Kecipir muda segar,bahan pangan
695,34.0,0.9,1.0,6.7,Kecombrang segar,bahan pangan
696,47.0,0.5,0.2,10.4,Kedondong segar ,bahan pangan
697,326.0,22.8,20.3,13.1,Keju,bahan pangan
698,590.0,27.0,49.0,20.9,Keju Kacang Tanah,bahan pangan
699,623.0,2.0,52.1,36.5,Kelapa hutan kering,bahan pangan
700,17.0,0.2,0.1,3.8,Kelapa Muda air,bahan pangan
701,68.0,1.0,0.9,14.0,Kelapa Muda daging,lauk
702,180.0,4.0,15.0,10.0,Kelapa Setengah Tua daging,lauk
703,359.0,3.4,34.7,14.0,Kelapa Tua daging,lauk
704,214.0,5.4,5.4,40.2,Kelepon ,bahan pangan
705,111.0,1.5,0.3,27.2,Kelewih,bahan pangan
706,142.0,16.9,7.8,0.0,Kelinci daging segar,lauk
707,48.0,1.0,0.2,11.9,Kemang,bahan pangan
708,380.0,48.9,13.8,23.3,Kembang tahu,bahan pangan
709,44.0,1.8,0.6,9.6,Kembang Turi,bahan pangan
710,636.0,19.0,63.0,8.0,Kemiri,bahan pangan
711,657.0,15.0,66.0,13.0,Kenari,bahan pangan
712,616.0,13.9,56.2,13.7,Kenari banda kering,bahan pangan
713,83.0,2.0,0.1,19.1,Kentang,bahan pangan
714,142.0,0.9,0.4,33.7,Kentang Hitam,bahan pangan
715,64.0,12.0,1.0,2.0,Keong,bahan pangan
716,204.0,2.6,20.0,4.0,Kepala Susu (Krim),bahan pangan
717,151.0,13.8,3.8,14.1,Kepiting,bahan pangan
718,59.0,18.0,1.1,3.6,Kerang,bahan pangan
719,393.0,38.9,13.3,29.4,Kerang asap mentah,bahan pangan
720,357.0,41.1,10.0,25.6,Kerang dendeng mentah,bahan pangan
721,79.0,18.7,0.5,0.0,Kerbau daging segar,lauk
722,475.0,1.6,25.5,64.4,Keremes,bahan pangan
723,137.0,1.3,1.1,29.8,Keribang ubi segar,bahan pangan
724,586.0,4.9,40.6,50.2,Keripik bayam,lauk
725,446.0,2.8,14.5,76.0,Keripik gadung,bahan pangan
726,448.0,2.7,18.8,67.1,Keripik kentang,bahan pangan
727,485.0,1.7,22.2,69.7,Keripik lampung,bahan pangan
728,598.0,8.3,43.8,42.6,Keripik oncom,bahan pangan
729,478.0,0.9,20.7,72.0,Keripik singkong,bahan pangan
730,481.0,2.2,19.7,73.6,Keripik singkong berbumbu,bumbu
731,581.0,12.1,40.6,41.7,Keripik tempe,bahan pangan
732,542.0,40.3,42.4,11.6,Keripik tempe abadi murni,bahan pangan
733,510.0,12.3,27.9,52.4,Keripik tempe abadi sedang,bahan pangan
734,529.0,20.8,31.7,40.2,Keripik tempe abadi telur,lauk
735,486.0,0.2,23.9,67.6,Keripik ubi,bahan pangan
736,26.0,1.7,0.4,3.8,Kerokot segar,bahan pangan
737,350.0,0.5,0.2,85.9,Kerupuk Aci,bahan pangan
738,444.0,6.9,14.6,71.3,Kerupuk cumi goreng,bahan pangan
739,342.0,16.0,0.4,65.6,Kerupuk Ikan berpati,lauk
740,325.0,1.8,0.4,78.5,Kerupuk kemplang  (ikan) mentah,lauk
741,504.0,5.6,28.1,57.1,Kerupuk kemplang goreng,bahan pangan
742,356.0,9.7,1.1,76.9,Kerupuk kemplang panggang,bahan pangan
743,422.0,83.0,4.0,0.0,Kerupuk Kulit kerbau,bahan pangan
744,345.0,12.0,1.5,71.5,Kerupuk Melinjo mentah,bahan pangan
745,431.0,11.1,16.2,63.0,Kerupuk Melinjo tebal goreng asin,bahan pangan
746,439.0,10.0,16.4,65.7,Kerupuk Melinjo tebal goreng manis,bahan pangan
747,485.0,11.5,24.5,59.1,Kerupuk Melinjo tipis goreng,bahan pangan
748,476.0,0.1,21.1,71.3,Kerupuk mie kuning goreng,bahan pangan
749,46.7,17.3,17.3,81.3,Kerupuk Sayong ,bahan pangan
750,340.0,30.0,30.0,52.0,Kerupuk Udang ,bahan pangan
751,359.0,17.2,68.2,332.0,Kerupuk Udang berpati,bahan pangan
752,477.0,4.7,20.5,68.5,Kerupuk udang goreng,bahan pangan
753,588.0,53.7,40.9,1.2,Kerupuk urat,bahan pangan
754,78.0,0.8,0.4,20.0,Kesemek,bahan pangan
755,181.0,4.0,1.2,37.3,Ketan hitam matang,bahan pangan
756,163.0,3.0,0.4,35.7,Ketan putih matang,bahan pangan
757,340.0,11.0,11.0,54.0,Ketapang ,bahan pangan
758,157.0,0.8,0.3,37.9,Ketela Pohon Kuning,bahan pangan
759,154.0,1.0,0.3,36.8,Ketela singkong segar,bahan pangan
760,153.0,1.2,0.3,36.4,Ketela pohon/singkong kukus,bahan pangan
761,12.0,0.7,0.1,2.7,Ketimun,bahan pangan
762,9.0,0.5,0.1,1.9,Ketimun madura segar,bahan pangan
763,153.0,7.9,7.7,13.0,Ketoprak,bahan pangan
764,404.0,14.1,16.1,54.2,Ketumbar,bahan pangan
765,212.0,4.0,4.6,38.6,Ketupat ketan,bahan pangan
766,109.6,2.6,2.6,18.6,Ketupat Tahu ,bahan pangan
767,310.0,10.0,24.0,13.5,Kluwek,bahan pangan
768,73.0,16.4,0.3,0.0,Kodok segar,bahan pangan
769,86.0,1.6,0.2,13.0,Kokosan,bahan pangan
770,99.0,3.3,0.1,21.2,Komak polong segar,bahan pangan
771,25.0,2.4,0.2,4.9,Kool Kembang,bahan pangan
772,24.0,1.4,0.2,5.3,Kool Merah kool putih,bahan pangan
773,352.0,17.4,1.3,69.0,Kopi bagian yang larut,bahan pangan
774,129.0,12.3,0.5,35.0,Kopi bubuk instant,bahan pangan
775,356.0,20.5,4.1,61.6,Koro andong kering,bahan pangan
776,332.0,24.0,3.0,55.0,Koro Benguk biji,bahan pangan
777,141.0,10.2,1.3,23.2,Koro Benguk tempe,bahan pangan
778,125.0,8.3,0.7,22.1,Koro Kerupuk biji,bahan pangan
779,33.0,2.7,0.2,7.9,Koro Loke biji,bahan pangan
780,344.0,12.5,2.1,69.4,Koro Roway biji,bahan pangan
781,338.0,22.2,1.5,61.0,Koro Wedus biji,bahan pangan
782,38.0,3.0,0.3,7.9,Koro Wedus buah muda,buah
783,46.0,3.0,0.3,7.9,Koro wedus polong,bahan pangan
784,46.0,2.2,1.5,6.0,Kotiu hinela tawang nggole,bahan pangan
785,366.0,4.2,4.3,77.5,Koya,bahan pangan
786,370.0,8.0,1.0,82.2,Koya mirasa,bahan pangan
787,315.0,2.1,1.4,73.5,Kranji segar,bahan pangan
788,542.0,40.3,42.4,11.5,Kripik Tempe Goreng ,bahan pangan
789,21.0,1.7,0.4,3.8,Krokot,bahan pangan
790,45.0,2.2,0.3,10.3,Kucai,bahan pangan
791,42.0,3.8,0.6,7.8,Kucai Muda (Lokio),bahan pangan
792,113.0,18.1,4.1,0.9,Kuda daging segar,lauk
793,440.0,3.8,18.5,64.5,Kue ali,bahan pangan
794,186.7,1.6,1.6,39.6,Kue Apem ,bahan pangan
795,338.0,1.5,1.2,80.3,Kue bangket,bahan pangan
796,240.0,1.0,4.0,54.0,Kue Bugis ,bahan pangan
797,425.0,1.6,8.8,84.6,Kue jahe,bahan pangan
798,591.0,5.6,42.1,47.5,Kue kelapa,bahan pangan
799,366.0,4.2,4.3,7.9,Kue Koya ,bahan pangan
800,291.0,3.6,11.1,44.1,Kue lumpur,bahan pangan
801,182.0,1.0,1.0,40.4,Kue mangkok ,bahan pangan
802,126.7,0.7,0.7,57.3,Kue Pacar Cina ,bahan pangan
803,296.0,1.4,1.4,66.4,Kue Pia ,bahan pangan
804,304.0,5.3,7.0,54.9,Kue putu cangkir,bahan pangan
805,217.0,1.2,0.5,53.2,Kue putu singkong,bahan pangan
806,393.3,2.7,2.7,79.3,Kue Satu ,bahan pangan
807,380.0,1.0,1.0,92.0,Kue Semprong ,bahan pangan
808,221.0,7.5,10.2,24.8,Kue sus,bahan pangan
809,180.0,5.0,5.0,32.0,Kue Talam ,bahan pangan
810,512.0,26.0,26.0,60.4,Kue Tambang ,bahan pangan
811,247.0,2.9,4.2,49.5,Kue thipan,bahan pangan
812,111.0,4.5,1.1,20.7,Kulit melinjo,bahan pangan
813,22.0,0.4,0.2,4.7,Kundur segar,bahan pangan
814,63.0,2.0,2.7,9.1,Kunyit,bahan pangan
815,83.0,19.1,0.2,0.0,Kura-kura,bahan pangan
816,515.0,30.6,42.1,13.8,Kwaci,bahan pangan
817,242.0,19.0,17.0,3.0,Kwark (Quark),bahan pangan
818,17.0,0.6,0.2,3.8,Labu Air,bahan pangan
